,Location,day,date,total_number_positive_people,deaths,deaths_increase,total_recoveries,total_recoveries_increase,currently_positive,dismissed_patients,swabs,swabs_increase
10930,Toscana,780,14/4/2022,1041979,9665,0.11394241,783,-3.2138443,49908,982406,6672995,0.077521518
10944,Toscana,781,15/4/2022,1046062,9683,0.186239,748,-4.4699874,50345,986034,6677912,0.073685057
10958,Toscana,782,16/4/2022,1050045,9690,0.072291642,740,-1.0695187,51754,988601,6682508,0.068823911
10972,Toscana,783,17/4/2022,1053408,9691,0.010319917,704,-4.8648648,53273,990444,6687078,0.068387501
10986,Toscana,784,18/4/2022,1054174,9692,0.010318853,735,4.403409,52830,991652,6688849,0.026483914
11000,Toscana,785,19/4/2022,1055454,9719,0.27858028,758,3.1292517,49770,995965,6690947,0.031365637
11014,Toscana,786,20/4/2022,1062018,9741,0.22636074,754,-0.52770448,49689,1002588,6695443,0.067195274
11028,Toscana,787,21/4/2022,1066731,9760,0.19505185,744,-1.32626,50170,1006801,6700168,0.070570387
11042,Toscana,788,22/4/2022,1071195,9785,0.25614753,709,-4.7043009,50973,1010437,6704411,0.063326769
11056,Toscana,789,23/4/2022,1075465,9788,0.030659173,684,-3.526093,52729,1012948,6708163,0.055963155
11070,Toscana,790,24/4/2022,1078868,9791,0.030649776,681,-0.43859649,53981,1015096,6712220,0.060478553
11084,Toscana,791,25/4/2022,1080372,9796,0.051067308,687,0.88105726,54032,1016544,6714845,0.039107777
11098,Toscana,792,26/4/2022,1081575,9812,0.16333197,698,1.6011645,50185,1021578,6716358,0.022532165
11112,Toscana,793,27/4/2022,1087228,9825,0.13249083,673,-3.5816619,50109,1027294,6719931,0.053198475
11126,Toscana,794,28/4/2022,1090991,9834,0.091603056,669,-0.59435362,49294,1031863,6723770,0.057128564
11140,Toscana,795,29/4/2022,1094630,9842,0.081350416,655,-2.0926757,51614,1033174,6727574,0.056575403
11154,Toscana,796,30/4/2022,1097551,9847,0.050802682,641,-2.1374047,52061,1035643,6730775,0.047580302
11168,Toscana,797,01/5/2022,1099975,9851,0.040621508,619,-3.4321373,53870,1036254,6734730,0.05875995
11182,Toscana,798,02/5/2022,1100705,9867,0.16242006,635,2.5848143,47533,1043305,6736159,0.021218371
11196,Toscana,799,03/5/2022,1104325,9879,0.12161751,616,-2.992126,47605,1046841,6739012,0.042353515
11210,Toscana,800,04/5/2022,1106846,9892,0.13159227,592,-3.8961039,46247,1050707,6742124,0.046178877
11224,Toscana,801,05/5/2022,1109558,9906,0.1415285,567,-4.2229729,45775,1053877,6745536,0.050607197
11238,Toscana,802,06/5/2022,1111792,9917,0.11104381,542,-4.4091711,44654,1057221,6748078,0.03768418
11252,Toscana,803,07/5/2022,1114150,9927,0.10083695,522,-3.690037,44723,1059500,6751016,0.043538325
11266,Toscana,804,08/5/2022,1116051,9929,0.020147074,501,-4.0229883,44996,1061126,6753897,0.042675059
11280,Toscana,805,09/5/2022,1116801,9940,0.11078659,529,5.5888224,42538,1064323,6755201,0.019307371
11294,Toscana,806,10/5/2022,1120126,9949,0.090543263,512,-3.2136106,42466,1067711,6757943,0.040590946
11308,Toscana,807,11/5/2022,1122491,9961,0.12061514,524,2.34375,41622,1070908,6760770,0.041832257
11322,Toscana,808,12/5/2022,1124848,9970,0.090352371,507,-3.2442749,41072,1073806,6763382,0.038634654
11336,Toscana,809,13/5/2022,1126522,9979,0.09027081,490,-3.3530571,39845,1076698,6765547,0.032010611
11350,Toscana,810,14/5/2022,1128613,9983,0.040084176,432,-11.836735,40586,1078044,6767965,0.035739902
11364,Toscana,811,15/5/2022,1130540,9990,0.070119202,430,-0.46296296,41088,1079462,6770498,0.037426315
11378,Toscana,812,16/5/2022,1131113,10007,0.17017017,446,3.7209303,37950,1083156,6771580,0.015981099
11392,Toscana,813,17/5/2022,1133738,10013,0.05995803,435,-2.4663677,37488,1086237,6774006,0.035826202
11406,Toscana,814,18/5/2022,1135444,10020,0.069909118,404,-7.1264367,36171,1089253,6776117,0.031163244
11420,Toscana,815,19/5/2022,1137293,10027,0.06986028,401,-0.74257427,35538,1091728,6778566,0.036141641
11434,Toscana,816,20/5/2022,1138815,10035,0.07978458,386,-3.7406483,34427,1094353,6780404,0.027114879
11448,Toscana,817,21/5/2022,1140291,10038,0.029895367,381,-1.2953368,34044,1096209,6782359,0.028833089
11462,Toscana,818,22/5/2022,1141325,10040,0.019924289,350,-8.1364832,33000,1098285,6784216,0.027379854
11476,Toscana,819,23/5/2022,1141775,10053,0.12948208,366,4.5714288,31848,1099874,6785057,0.012396421
11490,Toscana,820,24/5/2022,1143749,10059,0.059683677,348,-4.9180326,31486,1102204,6786954,0.027958497
11504,Toscana,821,25/5/2022,1145015,10063,0.039765384,343,-1.4367816,31313,1103639,6788855,0.02800962
11518,Toscana,822,26/5/2022,1146405,10072,0.089436553,328,-4.373178,30149,1106184,6790720,0.027471496
11532,Toscana,823,27/5/2022,1147463,10073,0.0099285142,342,4.2682929,29736,1107654,6791965,0.018333843
11546,Toscana,824,28/5/2022,1148566,10076,0.029782588,319,-6.7251463,29234,1109256,6793426,0.021510711
11560,Toscana,825,29/5/2022,1149359,10076,0.0,322,0.94043887,29167,1110116,6795068,0.024170427
11574,Toscana,826,30/5/2022,1149679,10084,0.079396583,323,0.310559,27666,1111929,6795715,0.009521612
11588,Toscana,827,31/5/2022,1151109,10092,0.079333596,304,-5.8823528,27415,1113602,6797239,0.022425896
11602,Toscana,828,01/6/2022,1152078,10096,0.039635357,271,-10.855263,26837,1115145,6798545,0.019213684
11616,Toscana,829,02/6/2022,1153139,10096,0.0,247,-8.8560886,26715,1116328,6799929,0.020357298
11630,Toscana,830,03/6/2022,1153446,10099,0.029714739,247,0.0,26093,1117254,6800664,0.010808936
11644,Toscana,831,04/6/2022,1154838,10100,0.0099019706,230,-6.8825912,25625,1119113,6801914,0.018380558
11658,Toscana,832,05/6/2022,1155620,10101,0.0099009899,232,0.86956519,25277,1120242,6803340,0.020964688
11672,Toscana,833,06/6/2022,1155937,10113,0.11880012,242,4.3103447,24145,1121679,6803762,0.0062028356
11686,Toscana,834,07/6/2022,1157565,10114,0.0098882625,239,-1.2396694,23665,1123786,6805261,0.022031929
11700,Toscana,835,08/6/2022,1158838,10116,0.019774569,230,-3.7656903,23742,1124980,6806757,0.021982992
11714,Toscana,836,09/6/2022,1160232,10118,0.01977066,223,-3.0434783,23838,1126276,6808347,0.023359142
11728,Toscana,837,10/6/2022,1161335,10125,0.069183633,215,-3.5874438,24143,1127067,6809600,0.01840388
11742,Toscana,838,11/6/2022,1162512,10126,0.0098765437,200,-6.9767442,24658,1127728,6810723,0.016491424
11756,Toscana,839,12/6/2022,1163547,10126,0.0,197,-1.5,24684,1128737,6812155,0.021025669
11770,Toscana,840,13/6/2022,1163981,10128,0.019751135,219,11.167513,24395,1129458,6812587,0.0063416054
11784,Toscana,841,14/6/2022,1166162,10130,0.019747235,229,4.5662103,24947,1131085,6814174,0.023295116
11798,Toscana,842,15/6/2022,1167901,10134,0.039486673,228,-0.43668121,26052,1131715,6815858,0.024713194
